-2,2.,1.0744716826909972
-2,3.,1.3478593083907002
-2,4.,1.5743401631618532
-2,5.,1.7819240596788224
-2,6.,1.9789133473961433
-2,7.,2.1653286340085334
-2,8.,2.3452141403180664
-2,9.,2.515985976209222
-2,10.,2.683152518461923
-2,11.,2.8410610866318984
-2,12.,2.9972380441352664
-2,13.,3.146880643042468
-2,14.,3.289623625001233
-2,15.,3.429672058657737
-2,16.,3.5659469063062468
-2,17.,3.6990180567881654
-2,18.,3.8275884003867553
-2,19.,3.9548145106937405
-2,20.,4.076895526838872
-2,21.,4.192735805537771
-2,22.,4.308729938781945
-2,23.,4.422360986175567
-2,24.,4.53443292330466
-2,25.,4.639950997793866
-1,2.,1.3120949851624384
-1,3.,1.8658636919152143
-1,4.,2.331805970747153
-1,5.,2.748039350083912
-1,6.,3.1258923386815174
-1,7.,3.4734633223306153
-1,8.,3.7950804835660827
-1,9.,4.094134857910022
-1,10.,4.374328183390279
-1,11.,4.637394334686826
-1,12.,4.885768436480951
-1,13.,5.120090939125755
-1,14.,5.343432051962548
-1,15.,5.555075411781894
-1,16.,5.756735291482074
-1,17.,5.950811500435505
-1,18.,6.134689216131046
-1,19.,6.312109984633414
-1,20.,6.483919940741273
-1,21.,6.646917394889351
-1,22.,6.805495920782672
-1,23.,6.957486208798386
-1,24.,7.106104677621637
-1,25.,7.247699472747456
0,2.,1.4812002760428382
0,3.,2.233462744935026
0,4.,2.8471638073326146
0,5.,3.376768013517149
0,6.,3.8441905707316644
0,7.,4.263417339585812
0,8.,4.64287680477078
0,9.,4.990302908011858
0,10.,5.30971680133805
0,11.,5.606048990496984
0,12.,5.882098657339366
0,13.,6.140563208941804
0,14.,6.382843538546718
0,15.,6.611707220668319
0,16.,6.828488159415359
0,17.,7.034449269055475
0,18.,7.2294046948174335
0,19.,7.4161479429782755
0,20.,7.594356825842404
0,21.,7.764719665100246
0,22.,7.928179178742969
0,23.,8.08592237059883
0,24.,8.237005361033166
0,25.,8.382696197265565
1,2.,1.5786962917069212
1,3.,2.4615601038478685
1,4.,3.157403775718409
1,5.,3.7415505131389297
1,6.,4.246039636866075
1,7.,4.690514562965413
1,8.,5.087306268360807
1,9.,5.445466503056914
1,10.,5.772202332001182
1,11.,6.072401787114529
1,12.,6.349983637851716
1,13.,6.608214394912701
1,14.,6.8493184220550045
1,15.,7.0758001262942996
1,16.,7.288944148220713
1,17.,7.490478819007674
1,18.,7.681074857583496
1,19.,7.86279918809508
1,20.,8.035646844564154
1,21.,8.200357862400592
1,22.,8.358464139420713
1,23.,8.50969602977924
1,24.,8.655018460297278
1,25.,8.794684817069802
2,2.,1.6019398118796584
2,3.,2.553956868924418
2,4.,3.2799244467388946
2,5.,3.876412176488166
2,6.,4.383254616982045
2,7.,4.823708260826538
2,8.,5.212947120697318
2,9.,5.561747027664125
2,10.,5.877568345561556
2,11.,6.166039194489588
2,12.,6.431405850703189
2,13.,6.677284650041932
2,14.,6.905909895008012
2,15.,7.119906197688527
2,16.,7.320669358418167
2,17.,7.510069801280149
2,18.,7.688932905225728
2,19.,7.858731533304326
2,20.,8.020119305994688
2,21.,8.173800317130349
2,22.,8.32075433566014
2,23.,8.461245346957552
2,24.,8.59602786629389
2,25.,8.725557776651918
